"transaction";"type_bien";"prix";"surface";"nb_pieces";"nb_chambres";"ville";"code_postal";"description";"source"
"locations";"appartements";"550";"95.67";"6";"";"Évry";"91000";"**2 chambres se libèrent dans une colocation meublée** (bail individuel sans clause de solidarité éligible APL) situé à Evry Courcouronnes au centre-ville et en bordure de route. La chambre est la...";"pap"
"locations";"appartements";"1500";"130.0";"";"";"Paris";"75016";"**Plusieurs bureaux privatifs** d'une capacité d'accueil de 4 à 6 personnes. Les bureaux sont situés au 13 rue Yvon Villarçeau à Paris 75116. Si vous êtes intéressé, n'hésitez pas à me contacter.";"pap"
"locations";"appartements";"760";"170.0";"10";"";"Villeneuve-Le-Roi";"94290";"**9 studios meublés** entièrement équipé, dans une maison entièrement rénovée (entre 11m et 19m2) électricité, eau chaude, eau froide connexion internet incluse. Loyer charges comprises :   760 euros...";"pap"
"locations";"appartements";"2710";"102.0";"";"";"Asnières-Sur-Seine";"92600";"Locaux de bureaux esprit loft, très clair , au 1r étage d'une résidence verdoyante . **Locaux entièrement rénovés par une agence de décoration, modulables**. Aménagé aujourd'hui en 3 bureaux plus une...";"pap"
"locations";"appartements";"1420";"109.0";"";"";"Nanterre";"92000";"À louer local stockage activité possibilité bureau  au 11 /13 rue Paul Bertin Nanterre 92000 Environ 109 m2 situé fond de cours accès 24h24 surveillance vidéo Loyer 1.400 E HT mois.";"pap"
"locations";"appartements";"2800";"116.0";"4";"3";"Soisy-Sous-Montmorency";"95230";"A 14 kms de Paris.  Au bord du lac d'Enghien les bains. A 500 m de la gare et des commerces. A 300 m du lycée  Magnifique appartement de 116 m2 offrant une vue panoramique sur l'ensemble du lac.";"pap"
"locations";"appartements";"1600";"48.0";"2";"1";"Paris";"75014";"Montparnasse, transports, proche commerces Deux pièces 48 m², 5ème étage, ascenseur, très lumineux, calme : entrée, grand séjour, chambre avec sa salle de bains, cuisine indépendante, toilettes...";"pap"
"locations";"appartements";"90";"";"";"";"Paris";"75019";"Place de parking sécurisé, niveau -2,  à proximité de l’ascenseur, accès rue Curial et rue Archereau. Badge Loyer 90€ tout compris.";"pap"
"locations";"appartements";"1970";"39.1";"2";"1";"Paris";"75017";"Situé rue de Tocqueville dans le 17ème - T2 rénové 39.1m² – 1er et dernier étage, vue sur cour -  2-pièces entièrement rénové, très bien isolé (note énergétique C), offrant une belle luminosité grâce...";"pap"
"locations";"appartements";"100";"";"";"";"Paris";"75012";"Dans résidence sécurisée avec gardien, quartier Nation Paris 12ᵉ. Place de parking au 2ᵉ sous-sol, facile d'accès entre Nation et Daumesnil.";"pap"
"locations";"appartements";"595";"32.0";"2";"";"Saint-Maur-Des-Fossés";"94100";"**Chambre d'étudiant-e** en colocation à Saint-Maur  (94).  RER A (station Créteil / St-Maur) + T.V.M + 4 lignes de bus à 200 mètres. Quartier calme, près des commerces, des lycées, de la Marne.  1...";"pap"
"locations";"appartements";"599";"70.0";"5";"";"Orsay";"91400";"À seulement 3 minutes à pied de la station RER B – Le Guichet, **une chambre se libère dans un splendide appartement en colocation**, disponible à partir du 05 avril 2026.  L'appartement : - T4...";"pap"
"locations";"appartements";"800";"48.0";"2";"1";"Villabé";"91100";"À louer à partir du 15 mai 2026.  À Villabe. F2, 48 m² se  composant : Salle à manger/salon 1 chambre 1 cuisine fermée 1 salle de bains baignoire 1 wc séparés Placard de rangement - chauffage...";"pap"
"locations";"appartements";"670";"37.0";"2";"1";"Ferté-Sous-Jouarre";"77260";"Appartement  de type  F2, 38 m2 - Localisé au centre ville de La Ferté-sous-Jouarre.  35 min de Paris gare de l'Est via la ligne de transilien P- Zone 5 25 min du parc Disneyland Paris (en voiture). ...";"pap"
"locations";"appartements";"220";"";"";"";"Paris";"75008";"Grand emplacement de parking. Accessible par large rampe. -2. Grand 4*4 possible .";"pap"
"locations";"appartements";"1950";"60.0";"3";"2";"Verrieres-Le-Buisson";"91370";"Rare à la location – **Maison indépendante avec jardin et terrasse plein sud, au calme.** Édifiée sur un terrain arboré d'environ 520 m², cette maison développe environ 120 m² de surface utile (60 m²...";"pap"
"locations";"appartements";"160";"";"";"";"Paris";"75004";"Parking au 2ᵉ sous-sol dans un immeuble résidentiel. Taille de la voiture petite à moyenne Accès au parking par l'immeuble avec badge et clé et sortie parking avec badge spécifique";"pap"
"locations";"appartements";"525";"50.0";"";"";"ornon";"33140";"Disponible immédiatement !    Visite virtuelle : voir vidéo  Au 1er étage sans ascenseur, d'un petit immeuble collectif en monopropriété à usage professionnel partagé, entièrement rénové et équipé de...";"pap"
"locations";"appartements";"890";"20.0";"1";"";"Créteil";"94000";"Charmant studio meublé entièrement refait à neuf, d’une surface de 20 m², idéalement situé à Créteil Échât, dans un environnement pavillonnaire calme et sécurisé.  Localisation idéale : •	En face de...";"pap"
"locations";"appartements";"1715";"39.87";"2";"1";"Levallois-Perret";"92300";"Rez-de-chaussée. Disponible le 01/06/2026. Situé entre l'église Saint-Justin et le Centre Aquatique.  Dans un immeuble récent très bien entretenu avec un emplacement idéal, à proximité de toutes les...";"pap"
"locations";"appartements";"1372";"38.0";"3";"2";"Clichy";"92110";"3 pièces de 38 m², meublé avec goût et baigné de lumière, au 2e étage. Les 2 chambres et la cuisine équipée donnent sur une cour très calme, le salon-salle à manger donne sur une rue calme. Salle de...";"pap"
"locations";"appartements";"590";"12.0";"4";"";"Saint-Denis";"93200";"Chambres en colocation.  L'appartement est situé au 9ᵉ étage d'un immeuble situé dans une résidence disposant de plusieurs places de parking, d'espaces verts, d'un gardien et d'une cave. ...";"pap"
"locations";"appartements";"430";"12.0";"7";"";"Montpellier";"34070";"Description Le loyer comprend toutes les charges imaginables (chauffage, électricité, internet...) ***1 chambre disponible le 6 février Le loyer comprend toutes les charges imaginables (chauffage,...";"pap"
"locations";"appartements";"750";"130.0";"6";"";"Courneuve";"93120";"Colocation exclusivement destinée à jeune travailleur(se) ou étudiant(e).  À seulement 200 mètres du RER B (La Courneuve – Aubervilliers), accès direct et rapide vers :  Gare du Nord  Châtelet – Les...";"pap"
"locations";"appartements";"1390";"52.0";"3";"2";"Sevran";"93270";"Secteur Les Trèfles.  Quartier calme et pavillonnaire, proche des transports et des commodités, immeuble récent.  Duplex : Appartement 52 m², au 2ème et dernier étage (droite ), de type trois pièces...";"pap"
"locations";"appartements";"470";"76.0";"5";"";"Corbeil-Essonnes";"91100";"Chambre en colocation – 12 m² – Corbeil-Essonnes – 470 € TTC  **Chambre d'environ 12 m² disponible fin mars** dans une colocation située 1 rue des Fours à Chaux à Corbeil-Essonnes.  L'appartement...";"pap"
"locations";"appartements";"1570";"51.0";"2";"1";"Charenton-Le-Pont";"94220";"Grand 2 pièces meublé de 51 m² avec terrasse de 15 m², pour locataire soigneux, appréciant les belles choses.  Cet appartement à louer pour une longue durée (bail d'un an renouvelable), est situé au...";"pap"
"locations";"appartements";"1640";"50.0";"2";"1";"Puteaux";"92800";"À deux pas de La Défense (550 m de l'Esplanade de la Défense), idéal pour cadre. Dans une résidence de standing sécurisée avec gardien, découvrez ce superbe appartement de 50 m² entièrement refait à...";"pap"
"locations";"appartements";"550";"40.0";"2";"1";"Vichy";"03200";"Centre ville Vichy, proche de  la gare, dans une petite copropriété un appartement deux pièces meublé de 40 m² entièrement rénové situé au deuxième étage sans ascenseur, comprenant: une entrée, un...";"pap"
"locations";"appartements";"670";"37.0";"2";"1";"Grenoble";"38000";"2 pièces + cuisine, meublé,  Avenue Jeanne d'arc, Grenoble,   37 m2 , orientation est, 3e étage avec ascenseur, interphone. A proximité de commerces, bus (12), et tram.  Composition : Chambre,...";"pap"
"locations";"appartements";"626";"88.0";"6";"";"Villeneuve-La-Garenne";"92390";"**Chambre privée en colocation — 9,9 m²** | Villeneuve-la-Garenne | 626 €/mois Intègre dans une colocation bien organisée dans un grand appartement de 88 m², lumineux, calme et bien entretenu. Idéal...";"pap"
"locations";"appartements";"974";"23.4";"2";"1";"Boulogne-Billancourt";"92100";"Appartement meublé à louer à Boulogne-Billancourt :  2 pièces / 23,4 m²  - Étage : 1er étage sur cour (avec ascenseur) - Accès : Interphone et digicode  - Logement lumineux entièrement rénové et...";"pap"
"locations";"appartements";"1290";"21.0";"";"";"Paris";"75015";"Au sein d'un appartement de bureaux qui totalise une surface de 60 m², nous vous proposons deux bureaux privatifs non meublés de 9 m² & 12 m² + accès libre à une salle de réunion de 20 m². Vous serez...";"pap"
"locations";"appartements";"2860";"66.0";"3";"2";"Paris";"75017";"**Refait à neuf. 2 chambres 66 m². Spacieux, élégant et tout équipé. Immeuble haussmannien.**  Localisation idéale dans les nouveaux Batignolles Paris 17ème à proximité immédiate : - des transports :...";"pap"
"locations";"appartements";"1100";"66.0";"3";"2";"Arcachon";"33120";"A louer, charmant T3 meublé de 66 m², cachet ancien, au 1er et dernier étage,  situé dans l'hyper centre d'Arcachon, avenue Lamartine.  Situation idéale  à proximité de tous les commerces (marché...";"pap"
"locations";"appartements";"1100";"28.0";"2";"1";"Asnières-Sur-Seine";"92600";"Rue Robert Dupont, idéalement située face au square et à deux pas de la dynamique rue commerçante des Bourguignons, à seulement 10 minutes à pied du métro Les Agnettes (ligne 13), découvrez ce...";"pap"
"locations";"appartements";"1190";"33.0";"1";"";"Nogent-Sur-Marne";"94130";"Au cœur de Nogent, **très beau studio meublé, lumineux**, de 33 m2 au 3ème étage d'un immeuble neuf. Composé de trois espaces distincts : salon, chambre, cuisine équipée, il est situé à 3 min à pied...";"pap"
"locations";"appartements";"1680";"45.0";"2";"1";"Paris";"75011";"Appartement spacieux situé au 4ème étage (avec ascenseur) d'une copropriété bien entretenue en plein coeur du 11ème arrondissement.  Le logement, entièrement rénové et meublé, est composé d'un très...";"pap"
"locations";"appartements";"800";"10.0";"";"";"Paris";"75016";"Nous louons dans un espace partagé, convivial et chaleureux, refait à neuf, 2 postes dans un espace de bureau fermé :  Le prix de 800€HT/mois comprend : - 2 postes - Une salle fermée de 10m2 -...";"pap"
"locations";"appartements";"8500";"210.0";"";"";"Paris";"75020";"**boutique de 210 m² à louer – emplacement stratégique nation - cours de vincennes (paris 20ᵉ)**   **Adresse :** Cours de Vincennes, Paris 20ᵉ – Axe ultra-commercial avec forte visibilité et passage...";"pap"
"locations";"appartements";"480";"9.0";"";"";"Paris";"75012";"Proche Porte de Charenton, métro «Daumesnil»  **Domiciliation commerciale**  Solution économique pour créateur d'entreprise. Secrétariat à disposition. Gestion et suivi du courrier. Services annexes...";"pap"
"locations";"appartements";"660";"77.0";"3";"2";"Carcassonne";"11000";"Appartement style T3 centre-ville, avec balcon,  proche toutes commodités : secteur mairie et chambre de commerce, proche préfecture, IUT, office tourisme, théâtre, 3ème RPIMA, station bus, parkings...";"pap"
"locations";"appartements";"205";"";"";"";"Paris";"75011";"Box fermé au 3ème sous-sol,  dans une résidence de standing proche Bastille (rue Boulle, rue Sedaine).  Immeuble sécurisé et récent (1992). Sous-sol éclairé en permanence, accès facile par rampe pour...";"pap"
"locations";"appartements";"800";"40.0";"2";"1";"Meaux";"77100";"Superbe 2 pièces **refait à neuf** (fin 2024)  Très lumineux et parfaitement agencé. Situé au 2 étage d'un petit immeuble de 3 appartements, dans une rue très calme, cet appartement entièrement...";"pap"
"locations";"appartements";"4000";"100.0";"";"";"Six-Fours-Les-Plages";"83140";"Local commercial front de mer à louer  à Six-Fours-les-Plages limite Sanary-sur-Mer. Emplacement de premier ordre, grand passage piétonnier de locaux et de  touristes de  jour, en soirée, et de ...";"pap"
"locations";"appartements";"699";"201.0";"8";"";"étang-Salé";"97427";"️ **Chambre meublée** : Literie 4*, vidéoprojecteur, Jacuzzi  Chambre tout confort, toutes charges incluses, disponible dans cette colocation dans une villa de standing avec uniquement des...";"pap"
"locations";"appartements";"1500";"105.0";"5";"3";"Tampon";"97430";"Je loue cette belle maison de 105m² construite en 2013, située dans un lotissement de standing implanté dans un environnement calme Cette maison de 2 étages comprend 5 pièces, plus une pièce...";"pap"
"locations";"appartements";"1100";"42.0";"2";"1";"Saint-Paul";"97400";"Appartement au cœur de l'Ermitage avec terrasse et jardin.  Disponible du 23 avril à fin octobre 2026. Idéal si vous venez tenter une expérience professionnelle à la Réunion  Appartement climatisé,...";"pap"
"locations";"appartements";"3890";"280.0";"6";"4";"Saint-Denis";"97400";"La villa se compose : - au rez-de-chaussée d’une varangue fermée donnant sur la piscine, d’un séjour salle à manger avec une cheminée, d’une cuisine ouverte sur le séjour et entièrement équipée avec...";"pap"
"locations";"appartements";"599";"201.0";"6";"";"étang-Salé";"97427";"️**Chambre meublée** : Literie 4*, vidéoprojecteur, Jacuzzi  Chambre tout confort, toutes charges incluses, disponible dans cette colocation dans une villa de standing avec uniquement des équipements...";"pap"
"locations";"appartements";"900";"28.0";"2";"1";"Saint-Leu";"97436";"Dans petite résidence avec piscine,  4 logements, Bon Standing, Très calme. A 2 mn de la plage, 5 mn du centre-ville, 7 mn de la route des Tamarins, 10 mn du centre commercial LE PORTAIL (25...";"pap"
"locations";"appartements";"1650";"115.0";"5";"3";"Saint-Leu";"97436";"La vue sur le lagon est imprenable. Elle dispose de 3 chambres dont une parentale avec sdb privative, terrasse et cuisine d'été. Les 2 autres donnent directement sur une grande terrasse vue lagon. La...";"pap"
"locations";"appartements";"699";"201.0";"6";"";"étang-Salé";"97427";"️ Chambre meublée : Literie 4*, vidéoprojecteur, Jacuzzi  Chambre tout confort, toutes charges incluses, disponible dans cette colocation dans une villa de standing avec uniquement des équipements et...";"pap"
"locations";"appartements";"559";"32.0";"1";"";"Saint-André";"97440";"**Grand studio 32m2.  Pour Etudiant(e). Avec clim dans résidence sécurisée**,  secteur ville  à St-André.  Charges parties communes  et taxe ordures ménagères comprises .  Non soumis au DPE.";"pap"
"locations";"appartements";"699";"201.0";"8";"";"étang-Salé";"97427";"️ **Chambre meublée** : Literie 4*, vidéoprojecteur, Jacuzzi  Chambre tout confort, toutes charges incluses, disponible dans cette colocation dans une villa de standing avec uniquement des...";"pap"
"locations";"appartements";"1500";"105.0";"5";"3";"Tampon";"97430";"Je loue cette belle maison de 105m² construite en 2013, située dans un lotissement de standing implanté dans un environnement calme Cette maison de 2 étages comprend 5 pièces, plus une pièce...";"pap"
"locations";"appartements";"1100";"42.0";"2";"1";"Saint-Paul";"97400";"Appartement au cœur de l'Ermitage avec terrasse et jardin.  Disponible du 23 avril à fin octobre 2026. Idéal si vous venez tenter une expérience professionnelle à la Réunion  Appartement climatisé,...";"pap"
"locations";"appartements";"3890";"280.0";"6";"4";"Saint-Denis";"97400";"La villa se compose : - au rez-de-chaussée d’une varangue fermée donnant sur la piscine, d’un séjour salle à manger avec une cheminée, d’une cuisine ouverte sur le séjour et entièrement équipée avec...";"pap"
"locations";"appartements";"599";"201.0";"6";"";"étang-Salé";"97427";"️**Chambre meublée** : Literie 4*, vidéoprojecteur, Jacuzzi  Chambre tout confort, toutes charges incluses, disponible dans cette colocation dans une villa de standing avec uniquement des équipements...";"pap"
"locations";"appartements";"900";"28.0";"2";"1";"Saint-Leu";"97436";"Dans petite résidence avec piscine,  4 logements, Bon Standing, Très calme. A 2 mn de la plage, 5 mn du centre-ville, 7 mn de la route des Tamarins, 10 mn du centre commercial LE PORTAIL (25...";"pap"
"locations";"appartements";"1650";"115.0";"5";"3";"Saint-Leu";"97436";"La vue sur le lagon est imprenable. Elle dispose de 3 chambres dont une parentale avec sdb privative, terrasse et cuisine d'été. Les 2 autres donnent directement sur une grande terrasse vue lagon. La...";"pap"
"locations";"appartements";"699";"201.0";"6";"";"étang-Salé";"97427";"️ Chambre meublée : Literie 4*, vidéoprojecteur, Jacuzzi  Chambre tout confort, toutes charges incluses, disponible dans cette colocation dans une villa de standing avec uniquement des équipements et...";"pap"
"locations";"appartements";"559";"32.0";"1";"";"Saint-André";"97440";"**Grand studio 32m2.  Pour Etudiant(e). Avec clim dans résidence sécurisée**,  secteur ville  à St-André.  Charges parties communes  et taxe ordures ménagères comprises .  Non soumis au DPE.";"pap"
"locations";"appartements";"699";"201.0";"8";"";"étang-Salé";"97427";"️ **Chambre meublée** : Literie 4*, vidéoprojecteur, Jacuzzi  Chambre tout confort, toutes charges incluses, disponible dans cette colocation dans une villa de standing avec uniquement des...";"pap"
"locations";"appartements";"1500";"105.0";"5";"3";"Tampon";"97430";"Je loue cette belle maison de 105m² construite en 2013, située dans un lotissement de standing implanté dans un environnement calme Cette maison de 2 étages comprend 5 pièces, plus une pièce...";"pap"
"locations";"appartements";"1100";"42.0";"2";"1";"Saint-Paul";"97400";"Appartement au cœur de l'Ermitage avec terrasse et jardin.  Disponible du 23 avril à fin octobre 2026. Idéal si vous venez tenter une expérience professionnelle à la Réunion  Appartement climatisé,...";"pap"
"locations";"appartements";"3890";"280.0";"6";"4";"Saint-Denis";"97400";"La villa se compose : - au rez-de-chaussée d’une varangue fermée donnant sur la piscine, d’un séjour salle à manger avec une cheminée, d’une cuisine ouverte sur le séjour et entièrement équipée avec...";"pap"
"locations";"appartements";"599";"201.0";"6";"";"étang-Salé";"97427";"️**Chambre meublée** : Literie 4*, vidéoprojecteur, Jacuzzi  Chambre tout confort, toutes charges incluses, disponible dans cette colocation dans une villa de standing avec uniquement des équipements...";"pap"
"locations";"appartements";"900";"28.0";"2";"1";"Saint-Leu";"97436";"Dans petite résidence avec piscine,  4 logements, Bon Standing, Très calme. A 2 mn de la plage, 5 mn du centre-ville, 7 mn de la route des Tamarins, 10 mn du centre commercial LE PORTAIL (25...";"pap"
"locations";"appartements";"1650";"115.0";"5";"3";"Saint-Leu";"97436";"La vue sur le lagon est imprenable. Elle dispose de 3 chambres dont une parentale avec sdb privative, terrasse et cuisine d'été. Les 2 autres donnent directement sur une grande terrasse vue lagon. La...";"pap"
"locations";"appartements";"699";"201.0";"6";"";"étang-Salé";"97427";"️ Chambre meublée : Literie 4*, vidéoprojecteur, Jacuzzi  Chambre tout confort, toutes charges incluses, disponible dans cette colocation dans une villa de standing avec uniquement des équipements et...";"pap"
"locations";"appartements";"559";"32.0";"1";"";"Saint-André";"97440";"**Grand studio 32m2.  Pour Etudiant(e). Avec clim dans résidence sécurisée**,  secteur ville  à St-André.  Charges parties communes  et taxe ordures ménagères comprises .  Non soumis au DPE.";"pap"
"locations";"appartements";"699";"201.0";"8";"";"étang-Salé";"97427";"️ **Chambre meublée** : Literie 4*, vidéoprojecteur, Jacuzzi  Chambre tout confort, toutes charges incluses, disponible dans cette colocation dans une villa de standing avec uniquement des...";"pap"
"locations";"appartements";"1500";"105.0";"5";"3";"Tampon";"97430";"Je loue cette belle maison de 105m² construite en 2013, située dans un lotissement de standing implanté dans un environnement calme Cette maison de 2 étages comprend 5 pièces, plus une pièce...";"pap"
"locations";"appartements";"1100";"42.0";"2";"1";"Saint-Paul";"97400";"Appartement au cœur de l'Ermitage avec terrasse et jardin.  Disponible du 23 avril à fin octobre 2026. Idéal si vous venez tenter une expérience professionnelle à la Réunion  Appartement climatisé,...";"pap"
"locations";"appartements";"3890";"280.0";"6";"4";"Saint-Denis";"97400";"La villa se compose : - au rez-de-chaussée d’une varangue fermée donnant sur la piscine, d’un séjour salle à manger avec une cheminée, d’une cuisine ouverte sur le séjour et entièrement équipée avec...";"pap"
"locations";"appartements";"599";"201.0";"6";"";"étang-Salé";"97427";"️**Chambre meublée** : Literie 4*, vidéoprojecteur, Jacuzzi  Chambre tout confort, toutes charges incluses, disponible dans cette colocation dans une villa de standing avec uniquement des équipements...";"pap"
"locations";"appartements";"900";"28.0";"2";"1";"Saint-Leu";"97436";"Dans petite résidence avec piscine,  4 logements, Bon Standing, Très calme. A 2 mn de la plage, 5 mn du centre-ville, 7 mn de la route des Tamarins, 10 mn du centre commercial LE PORTAIL (25...";"pap"
"locations";"appartements";"1650";"115.0";"5";"3";"Saint-Leu";"97436";"La vue sur le lagon est imprenable. Elle dispose de 3 chambres dont une parentale avec sdb privative, terrasse et cuisine d'été. Les 2 autres donnent directement sur une grande terrasse vue lagon. La...";"pap"
"locations";"appartements";"699";"201.0";"6";"";"étang-Salé";"97427";"️ Chambre meublée : Literie 4*, vidéoprojecteur, Jacuzzi  Chambre tout confort, toutes charges incluses, disponible dans cette colocation dans une villa de standing avec uniquement des équipements et...";"pap"
"locations";"appartements";"559";"32.0";"1";"";"Saint-André";"97440";"**Grand studio 32m2.  Pour Etudiant(e). Avec clim dans résidence sécurisée**,  secteur ville  à St-André.  Charges parties communes  et taxe ordures ménagères comprises .  Non soumis au DPE.";"pap"
"locations";"appartements";"699";"201.0";"8";"";"étang-Salé";"97427";"️ **Chambre meublée** : Literie 4*, vidéoprojecteur, Jacuzzi  Chambre tout confort, toutes charges incluses, disponible dans cette colocation dans une villa de standing avec uniquement des...";"pap"
"locations";"appartements";"1500";"105.0";"5";"3";"Tampon";"97430";"Je loue cette belle maison de 105m² construite en 2013, située dans un lotissement de standing implanté dans un environnement calme Cette maison de 2 étages comprend 5 pièces, plus une pièce...";"pap"
"locations";"appartements";"1100";"42.0";"2";"1";"Saint-Paul";"97400";"Appartement au cœur de l'Ermitage avec terrasse et jardin.  Disponible du 23 avril à fin octobre 2026. Idéal si vous venez tenter une expérience professionnelle à la Réunion  Appartement climatisé,...";"pap"
"locations";"appartements";"3890";"280.0";"6";"4";"Saint-Denis";"97400";"La villa se compose : - au rez-de-chaussée d’une varangue fermée donnant sur la piscine, d’un séjour salle à manger avec une cheminée, d’une cuisine ouverte sur le séjour et entièrement équipée avec...";"pap"
"locations";"appartements";"599";"201.0";"6";"";"étang-Salé";"97427";"️**Chambre meublée** : Literie 4*, vidéoprojecteur, Jacuzzi  Chambre tout confort, toutes charges incluses, disponible dans cette colocation dans une villa de standing avec uniquement des équipements...";"pap"
"locations";"appartements";"900";"28.0";"2";"1";"Saint-Leu";"97436";"Dans petite résidence avec piscine,  4 logements, Bon Standing, Très calme. A 2 mn de la plage, 5 mn du centre-ville, 7 mn de la route des Tamarins, 10 mn du centre commercial LE PORTAIL (25...";"pap"
"locations";"appartements";"1650";"115.0";"5";"3";"Saint-Leu";"97436";"La vue sur le lagon est imprenable. Elle dispose de 3 chambres dont une parentale avec sdb privative, terrasse et cuisine d'été. Les 2 autres donnent directement sur une grande terrasse vue lagon. La...";"pap"
"locations";"appartements";"699";"201.0";"6";"";"étang-Salé";"97427";"️ Chambre meublée : Literie 4*, vidéoprojecteur, Jacuzzi  Chambre tout confort, toutes charges incluses, disponible dans cette colocation dans une villa de standing avec uniquement des équipements et...";"pap"
"locations";"appartements";"559";"32.0";"1";"";"Saint-André";"97440";"**Grand studio 32m2.  Pour Etudiant(e). Avec clim dans résidence sécurisée**,  secteur ville  à St-André.  Charges parties communes  et taxe ordures ménagères comprises .  Non soumis au DPE.";"pap"
"locations";"appartements";"699";"201.0";"8";"";"étang-Salé";"97427";"️ **Chambre meublée** : Literie 4*, vidéoprojecteur, Jacuzzi  Chambre tout confort, toutes charges incluses, disponible dans cette colocation dans une villa de standing avec uniquement des...";"pap"
"locations";"appartements";"1500";"105.0";"5";"3";"Tampon";"97430";"Je loue cette belle maison de 105m² construite en 2013, située dans un lotissement de standing implanté dans un environnement calme Cette maison de 2 étages comprend 5 pièces, plus une pièce...";"pap"
"locations";"appartements";"1100";"42.0";"2";"1";"Saint-Paul";"97400";"Appartement au cœur de l'Ermitage avec terrasse et jardin.  Disponible du 23 avril à fin octobre 2026. Idéal si vous venez tenter une expérience professionnelle à la Réunion  Appartement climatisé,...";"pap"
"locations";"appartements";"3890";"280.0";"6";"4";"Saint-Denis";"97400";"La villa se compose : - au rez-de-chaussée d’une varangue fermée donnant sur la piscine, d’un séjour salle à manger avec une cheminée, d’une cuisine ouverte sur le séjour et entièrement équipée avec...";"pap"
"locations";"appartements";"599";"201.0";"6";"";"étang-Salé";"97427";"️**Chambre meublée** : Literie 4*, vidéoprojecteur, Jacuzzi  Chambre tout confort, toutes charges incluses, disponible dans cette colocation dans une villa de standing avec uniquement des équipements...";"pap"
"locations";"appartements";"900";"28.0";"2";"1";"Saint-Leu";"97436";"Dans petite résidence avec piscine,  4 logements, Bon Standing, Très calme. A 2 mn de la plage, 5 mn du centre-ville, 7 mn de la route des Tamarins, 10 mn du centre commercial LE PORTAIL (25...";"pap"
"locations";"appartements";"1650";"115.0";"5";"3";"Saint-Leu";"97436";"La vue sur le lagon est imprenable. Elle dispose de 3 chambres dont une parentale avec sdb privative, terrasse et cuisine d'été. Les 2 autres donnent directement sur une grande terrasse vue lagon. La...";"pap"
"locations";"appartements";"699";"201.0";"6";"";"étang-Salé";"97427";"️ Chambre meublée : Literie 4*, vidéoprojecteur, Jacuzzi  Chambre tout confort, toutes charges incluses, disponible dans cette colocation dans une villa de standing avec uniquement des équipements et...";"pap"
"locations";"appartements";"559";"32.0";"1";"";"Saint-André";"97440";"**Grand studio 32m2.  Pour Etudiant(e). Avec clim dans résidence sécurisée**,  secteur ville  à St-André.  Charges parties communes  et taxe ordures ménagères comprises .  Non soumis au DPE.";"pap"
"locations";"appartements";"699";"201.0";"8";"";"étang-Salé";"97427";"️ **Chambre meublée** : Literie 4*, vidéoprojecteur, Jacuzzi  Chambre tout confort, toutes charges incluses, disponible dans cette colocation dans une villa de standing avec uniquement des...";"pap"
"locations";"appartements";"1500";"105.0";"5";"3";"Tampon";"97430";"Je loue cette belle maison de 105m² construite en 2013, située dans un lotissement de standing implanté dans un environnement calme Cette maison de 2 étages comprend 5 pièces, plus une pièce...";"pap"
"locations";"appartements";"1100";"42.0";"2";"1";"Saint-Paul";"97400";"Appartement au cœur de l'Ermitage avec terrasse et jardin.  Disponible du 23 avril à fin octobre 2026. Idéal si vous venez tenter une expérience professionnelle à la Réunion  Appartement climatisé,...";"pap"
"locations";"appartements";"3890";"280.0";"6";"4";"Saint-Denis";"97400";"La villa se compose : - au rez-de-chaussée d’une varangue fermée donnant sur la piscine, d’un séjour salle à manger avec une cheminée, d’une cuisine ouverte sur le séjour et entièrement équipée avec...";"pap"
"locations";"appartements";"599";"201.0";"6";"";"étang-Salé";"97427";"️**Chambre meublée** : Literie 4*, vidéoprojecteur, Jacuzzi  Chambre tout confort, toutes charges incluses, disponible dans cette colocation dans une villa de standing avec uniquement des équipements...";"pap"
"locations";"appartements";"900";"28.0";"2";"1";"Saint-Leu";"97436";"Dans petite résidence avec piscine,  4 logements, Bon Standing, Très calme. A 2 mn de la plage, 5 mn du centre-ville, 7 mn de la route des Tamarins, 10 mn du centre commercial LE PORTAIL (25...";"pap"
"locations";"appartements";"1650";"115.0";"5";"3";"Saint-Leu";"97436";"La vue sur le lagon est imprenable. Elle dispose de 3 chambres dont une parentale avec sdb privative, terrasse et cuisine d'été. Les 2 autres donnent directement sur une grande terrasse vue lagon. La...";"pap"
"locations";"appartements";"699";"201.0";"6";"";"étang-Salé";"97427";"️ Chambre meublée : Literie 4*, vidéoprojecteur, Jacuzzi  Chambre tout confort, toutes charges incluses, disponible dans cette colocation dans une villa de standing avec uniquement des équipements et...";"pap"
"locations";"appartements";"559";"32.0";"1";"";"Saint-André";"97440";"**Grand studio 32m2.  Pour Etudiant(e). Avec clim dans résidence sécurisée**,  secteur ville  à St-André.  Charges parties communes  et taxe ordures ménagères comprises .  Non soumis au DPE.";"pap"
"locations";"appartements";"699";"201.0";"8";"";"étang-Salé";"97427";"️ **Chambre meublée** : Literie 4*, vidéoprojecteur, Jacuzzi  Chambre tout confort, toutes charges incluses, disponible dans cette colocation dans une villa de standing avec uniquement des...";"pap"
"locations";"appartements";"1500";"105.0";"5";"3";"Tampon";"97430";"Je loue cette belle maison de 105m² construite en 2013, située dans un lotissement de standing implanté dans un environnement calme Cette maison de 2 étages comprend 5 pièces, plus une pièce...";"pap"
