"transaction";"type_bien";"prix";"surface";"nb_pieces";"nb_chambres";"ville";"code_postal";"description";"source"
"ventes";"appartements";"454000";"100.5";"4";"3";"Choisy-Le-Roi";"94600";"A 8 minutes de Paris, appartement T4 de 100m² au dernier étage avec vue arborée sur la Seine à Choisy le Roi, quartier du Port - 4 minutes à pied du RER C.  L'appartement se compose : - d'une entrée...";"pap"
"ventes";"appartements";"240000";"67.0";"3";"2";"haÿ-Les-Roses";"94240";"Situé au sein d'une copropriété sécurisée. À vendre en direct propriétaire un magnifique appartement 3 pièces de 67 m2 situé au premier étage sur 4 avec ascenseur. Après la **belle entrée**, vous...";"pap"
"ventes";"appartements";"280000";"41.0";"3";"2";"Saint-Ouen-Sur-Seine";"93400";"Appartement de 41m² au 4ᵉ et dernier étage. Appartement traversant, donnant sur une rue calme d'un côté et sur une cour intérieure de l'autre. Entièrement rénové récemment (électricité neuve, double...";"pap"
"ventes";"appartements";"420000";"55.32";"3";"2";"Villeneuve-Loubet";"06270";"**Villeneuve-Loubet – Marina Baie des Anges. 3 pièces – Vue port et mer – Terrasse**  Situé au cœur de la Marina Baie des Anges, résidence emblématique classée au patrimoine architectural du XXᵉ...";"pap"
"ventes";"appartements";"299000";"80.0";"5";"3";"Bures-Sur-Yvette";"91440";"Appartement 5 pièces 80 m² avec balcon – Bures-sur-Yvette.  Situé au 2ᵉ étage sur trois, d'un immeuble sécurisé des années 60 avec interphone , cet appartement lumineux de 80 m² entièrement rénové...";"pap"
"ventes";"appartements";"320000";"36.0";"2";"1";"Paris";"75018";"Paris 18ème – 2 pièces 36 m² au calme. Dans un quartier vivant et recherché du 18ème arrondissement, à proximité des commerces et des transports.  Appartement situé en fond de cour au 2ème étage sans...";"pap"
"ventes";"appartements";"420000";"32.0";"2";"1";"Paris";"75017";"Appartement 2 pièces très clair, quartier des Ternes, nombreux commerces, proche écoles. Ascenseur et tapis dans les escaliers, cave. Cuisine équipée, salle de bain avec toilette. Chauffage...";"pap"
"ventes";"appartements";"289000";"65.0";"3";"2";"Créteil";"94000";"Appartement 3 pièces 2 chambres terrasse jardin box double et cave.  Coup de cœur pour ce rare et très agréable appartement de 3 pièces de 65 m2 habitables sans travaux (peintures et papiers peints...";"pap"
"ventes";"appartements";"470000";"67.0";"3";"2";"Meudon";"92190";"Dans un immeuble récent (2002), appartement situé aux Montalets à Meudon sur Seine dans un secteur calme et recherché proche d'Issy-les-Moulineaux. Etage 3/5 avec ascenseur, exposé Ouest. ...";"pap"
"ventes";"appartements";"160000";"67.0";"3";"2";"Échirolles";"38130";"Échirolles – Appartement 3 pièces de 67 m² avec vue panoramique sur le massif de Belledonne  Au cœur d'une résidence sécurisée et d'un vaste parc arboré, à deux pas de la Colline Verte et ses...";"pap"
"ventes";"appartements";"319000";"68.0";"3";"2";"Châtenay-Malabry";"92290";"Châtenay-Malabry. **Bel appartement traversant et double exposition 3 pièces de 68 m².** **Refait à neuf par une société**.  Pas de perte de place. très grand séjour, le séjour avec un parquet en...";"pap"
"ventes";"appartements";"135000";"47.0";"2";"1";"Arles";"13104";"Charmant appartement de 47 m² avec une chambre  Découvrez ce bel appartement de 47 m², idéalement agencé et parfaitement adapté pour une personne seule, un couple ou un investissement locatif. Situé...";"pap"
"ventes";"appartements";"463500";"52.81";"3";"2";"Paris";"75013";"“Paris – Parc Montsouris – 3 pièces 53 m² très lumineux Est/Ouest – cave ”  À seulement une rue du Parc Montsouris, dans un quartier très recherché pour sa qualité de vie, découvrez ce charmant...";"pap"
"ventes";"appartements";"180000";"97.0";"4";"3";"Auxerre";"89000";"A 300 mètres du marché.  Dans une résidence très sécurisée ,  très calme, au premier étage sur 4.  Il se compose d'un salon de 33m2, de 3 chambres  de 12m2, 9.70m2 et 12.20m2, une cuisine de 9.5m2,...";"pap"
"ventes";"appartements";"125000";"22.94";"1";"";"Canet-En-Roussillon";"66140";"Studio meublé de 22,94 m² habitables, entièrement refait à neuf, idéalement placé à Canet Sud,  exposition Sud-Est. Bâtiment équipé d'un ascenseur spacieux. Aucun restaurant en rez-de-chaussée.      ...";"pap"
"ventes";"appartements";"330000";"89.0";"4";"3";"Celle-Saint-Cloud";"78170";"Résidence Elysée II : Bel appartement 4/5 pièces, lumineux. Situé au centre de la résidence il bénéficie d'un calme absolu, baigné dans la verdure, proche d'un square, de la piscine privative et des...";"pap"
"ventes";"appartements";"235000";"29.0";"2";"1";"Rueil-Malmaison";"92500";"Situé en plein cœur de Rueil-Malmaison, à proximité immédiate des commerces et des transports, ce bel appartement de 29 m², entièrement rénové, saura vous séduire par sa luminosité, son agencement...";"pap"
"ventes";"appartements";"219500";"45.0";"2";"1";"Royan";"17200";"Quartier Le Chay-les-Gardes. Appartement de 2 pièces principales d'une surface de 45 m2, au 3ᵉ et dernier étage avec ascenseur. Il dispose d'une terrasse de 10 m2, équipée de stores bannes. Vous...";"pap"
"ventes";"appartements";"149900";"65.0";"3";"2";"Corbeil-Essonnes";"91100";"Appartement 65 m2 **lumineux, sans vis-à-vis**, au 1er étage sur jardin. L'immeuble avec accès sécurisé date de 2005, il est proche des commerces et du RER D Essonnes-Robinson. Bus devant l'immeuble.";"pap"
"ventes";"appartements";"280000";"50.69";"3";"2";"Bourg-La-Reine";"92340";"Bourg-la-Reine – Quartier recherché de la Faïencerie.  3 pièces avec balcon– Cadre résidentiel recherché.  Au cœur d'un quartier pavillonnaire calme et apprécié de Bourg-la-Reine, dans une résidence...";"pap"
"ventes";"appartements";"630000";"120.0";"5";"3";"Cannet";"06110";"Je vends ce bel appartement T5 de 122 m² situé au 3ème étage d'un immeuble de 4 étages, à Le Cannet. Cet appartement comprend 3 chambres, 2 salles de bains et un séjour. Il bénéficie d'une exposition...";"pap"
"ventes";"appartements";"579000";"76.0";"3";"2";"Paris";"75010";"Situé au premier étage d'un bel immeuble de caractère parfaitement entretenu (avec ascenseur), découvrez cet appartement traversant qui allie le charme de l'ancien et la sérénité.  Entièrement...";"pap"
"ventes";"appartements";"1145000";"98.8";"4";"2";"Paris";"75012";"**Paris 12e Succession :  Appartement Traversant Surfaces Totales Confondues Exploitable = 215,80 m2 **:  1er étage en Rez-de-Jardin Traversant : - Belle terrasse privative exposant Nord (17,6 m2) -...";"pap"
"ventes";"appartements";"235000";"88.0";"4";"3";"Havre";"76600";"**Proximité Bassin Vauban** Proche des commodités, des écoles et des transports.  Bel appartement situé au 2e étage avec ascenseur, d'une surface habitable de 88m2. Entrée,  séjour lumineux exposé...";"pap"
"ventes";"appartements";"265000";"67.0";"3";"2";"Caluire-Et-Cuire";"69300";"Appartement T2bis – 67 m² - Caluire-et-Cuire secteur Ile Barbe Prix : 265 000 € A deux pas de l’Ile Barbe, dans un environnent calme, découvrez ce bel appartement de 67 m², situé en RDC d’une petite...";"pap"
"ventes";"appartements";"298000";"71.0";"4";"3";"Lyon";"69008";"T4 lumineux 71 m² rénové – 3 chambres – loggia – garage box – résidence récente avec ascenseur – rue calme – Lyon 8ᵉ  Situé dans une résidence récente et sécurisée de 2006 avec ascenseur, cet...";"pap"
"ventes";"appartements";"279000";"76.0";"4";"2";"Vitry-Sur-Seine";"94400";"Beau 4 pièces avec ascenseur dans une résidence prisée à l'entrée du parc des lilas.  5ᵉ et dernier étage d'une résidence bien entretenue avec jeux pour enfants et espaces verts. Aucun travaux à...";"pap"
"ventes";"appartements";"926000";"85.09";"5";"3";"Paris";"75010";"Appartement traversant de 4/5 pièces à la limite du 3e arrondissement, donnant sur la rue de Lancry et sur une cour végétalisée. Rénové en 2019, l'appartement de 85,09 m² en loi Carrez (87,18 m² au...";"pap"
"ventes";"appartements";"539000";"54.0";"3";"2";"Paris";"75013";"**À proximité immédiate de la place Jeanne d'Arc et du métro Olympiades (ligne 14), ce 3 pièces traversant de 53,18 m² Carrez offre un cadre de vie lumineux, calme et recherché au cœur du 13ᵉ...";"pap"
"ventes";"appartements";"204000";"42.0";"2";"1";"Herblay";"95220";"Centre-ville Herblay – T2 42 m² refait à neuf – 2 parkings – cave – DPE :  C  Très bel appartement 2 pièces de 42 m² entièrement refait à neuf, situé au 1er étage avec ascenseur d’une résidence...";"pap"
"ventes";"appartements";"680000";"57.0";"3";"2";"Paris";"75010";"Très bel appartement situé en haut de la rue du Faubourg Poissonnière, 56,09 m² carrez + 3m² de balcon exposé plein Ouest. L’appartement se compose d’une entrée avec de grands rangements, deux...";"pap"
"ventes";"appartements";"145000";"39.5";"1";"";"Cergy";"95000";"**Grand studio lumineux** 39,5 m2 situé au 3ème étage d'une résidence calme et sécurisée (digicode et gardien). Expositions Sud et Est. Situé à quelques minutes à pied de la gare RER Cergy-Préfecture...";"pap"
"ventes";"appartements";"142500";"67.0";"3";"2";"Amélie-Les-Bains-Palalda";"66110";"Dans un environnement agréable, entouré de verdure, à 50kms de la frontière espagnole, tout proche des Thermes d'Amélie-les-Bains, et à proximité des commerces.  Bel appartement en très bon état,...";"pap"
"ventes";"appartements";"729000";"72.0";"4";"3";"City";"92110";"**T4 Neuf  72 m² – Atrium City (Clichy) – Terrasse/Loggia 15 m² • Cave** Possibilité d'un double parking en sus  Situé au 2ᵉ étage, exposé plein Sud.  **Agencement optimal :** Entrée avec placard,...";"pap"
"ventes";"appartements";"349000";"41.0";"2";"1";"Paris";"75018";"Rue Bonnet, appartement 2P, 40,50 m2 Carrez, entièrement refait, libre, traversant, séjour/cuisine de 24 m2 avec trois fenêtres plein sud en façade sur voie privée arborée très calme, sans vis-à-vis...";"pap"
"ventes";"appartements";"215000";"49.0";"3";"2";"Séné";"56860";"Église de **Séné**  3 pièces **hyper lumineux** juste au-dessus du fleuriste 2 chambres en 1ᵉʳ Étage dans petite copro dont cette entrée ne dessert que 3 appartements.  A 3 km du port de **Vannes**...";"pap"
"ventes";"appartements";"169000";"48.0";"2";"1";"Aubervilliers";"93300";"Appartement F2 de 48 m² entièrement rénové, situé au 10ᵉ étage d'une belle résidence arborée à Aubervilliers.  Cet appartement comprend une pièce de vie avec cuisine ouverte et équipée, une chambre...";"pap"
"ventes";"appartements";"250000";"62.0";"3";"2";"Vitry-Sur-Seine";"94400";"**Très beau 3 pièces, 62 m²**. 600 m commodités et RER Vitry 8 min, bus direct Bibliothèque François Mitterrand. Nouvelle résidence arborée (2006)  en bords de Seine avec vue sur Seine.  Ensoleillé.";"pap"
"ventes";"appartements";"154900";"61.0";"3";"2";"Niort";"79000";"À vendre à Niort, dans une résidence calme et bien entretenue construite en 2010, bel appartement T3 de 61 m², situé au 2e étage, avec balcon et 2 places de parking privatives extérieures. ...";"pap"
"ventes";"appartements";"340000";"35.3";"1";"";"Paris";"75013";"* SOUS OFFRE * -  Appartement **lumineux avec balcon, calme, sans vis-à-vis** au 7eme et dernier étage avec ascenseur et 2 caves, à proximité des transports lignes 6, 14, bus 27, 61, 64 etc... ...";"pap"
"ventes";"appartements";"570000";"36.0";"2";"1";"Paris";"75003";"Deux pièces très lumineux exposé plein sud, rénové avec architecte au dernier étage – Marais Enfants-Rouges  Au cœur du Marais, secteur Enfants-Rouges / Arts et Métiers, à deux pas de la rue de...";"pap"
"ventes";"appartements";"185000";"42.0";"2";"1";"Marseille";"13004";"Rare à la vente – T2 avec terrasse, au calme absolu à deux pas du parc Longchamp  Coup de cœur assuré pour ce charmant T2 de 42 m² en rez-de-jardin surélevé, situé dans une petite copropriété bien...";"pap"
"ventes";"appartements";"199000";"73.0";"3";"2";"Bondy";"93140";"Bel Appartement 3 pièces – 73m².   Points forts  73 m² loi Carrez + 2 balcons + cave privative.  1er étage dans une résidence de 1976 bien entretenue avec parc privatif faisant le tour de la...";"pap"
"ventes";"appartements";"215000";"54.0";"3";"2";"Marseille";"13009";"Dans une résidence récente et bien entretenue datant de 2007. Un espace de vie agréable donnant sur un séjour avec cuisine ouverte équipée. La partie nuit est séparée, composée de deux chambres...";"pap"
"ventes";"appartements";"1020000";"61.0";"3";"2";"Paris";"75006";"Paris 6ᵉ – Jardin du Luxembourg. entièrement rénové par architecte.  À deux pas de l'École Alsacienne, des commerces et des transports.  Immeuble ancien de standing avec ascenseur, en très bon état,...";"pap"
"ventes";"appartements";"1090000";"60.0";"3";"2";"Villefranche-Sur-Mer";"06230";"**3 Pièces avec terrasse, vue mer.  Rare**.  Villefranche-sur-Mer – Une adresse d’exception face à la Méditerranée en plein centre-ville  Au cœur de Villefranche-sur-Mer, dans une résidence de...";"pap"
"ventes";"appartements";"438000";"91.2";"2";"1";"Aix-En-Provence";"13080";"Situé près de la montée de Celony, accès routiers principaux à proximité, à seulement 3 km du centre historique, au sein d'une résidence de standing avec parc arboré, piscine et tennis, découvrez ce...";"pap"
"ventes";"appartements";"142500";"67.0";"3";"2";"Amélie-Les-Bains-Palalda";"66110";"Dans un environnement agréable, entouré de verdure, à 50kms de la frontière espagnole, tout proche des Thermes d'Amélie-les-Bains, et à proximité des commerces.  Bel appartement en très bon état,...";"pap"
"ventes";"appartements";"224000";"49.0";"2";"1";"Rennes";"35000";"Idéalement situé le long de la  rue Saint-Hélier à  Rennes (proche du Théâtre Nationale de Bretagne), A proximité immédiate des commerces de quartier, services, restaurants et transports. Le...";"pap"
"ventes";"appartements";"450000";"50.0";"3";"1";"Saint-Jean-De-Luz";"64500";"Appartement de charme d'exception !!  Situé dans le centre historique de Saint-Jean-De-Luz.  Appartement T2/3, 50 m² (loi Carrez),  au 2ème et avant dernier étage, sans ascenseur, lumineux...";"pap"
"ventes";"appartements";"399000";"39.0";"3";"2";"Paris";"75017";"À deux pas du métro Brochant, découvrez ce beau 3 pièces traversant, baigné de lumière et rénové avec soin.  Situé au 1ᵉʳ étage d'un bel immeuble ancien, il séduit par son plan optimisé sans aucune...";"pap"
"ventes";"appartements";"132000";"40.0";"2";"1";"Orléans";"45000";"Orléans Centre, idéalement situé au cœur d'un quartier recherché, à deux pas du théâtre et à seulement 800 mètres de la gare et du centre-ville, découvrez ce charmant T2 de 40 m² en rez-de-chaussée,...";"pap"
"ventes";"appartements";"375000";"57.0";"3";"2";"Alfortville";"94140";"**Très joli Duplex avec terrasse et jardin**, proche du métro Ecole-Vétérinaire (Alfortville Nord).  Situé à 8 minutes du métro ligne 8 – Maison Alfort Écoles Vétérinaires, venez découvrir ce joli...";"pap"
"ventes";"appartements";"960000";"108.0";"4";"3";"Saint-Mandé";"94160";"Dans une petite copropriété ancienne, au 5ᵉ et dernier étage, bel appartement traversant de 108 m² exposé plein sud. Aucun vis-à-vis, vue unique, complètement dégagée. Situé dans un environnement...";"pap"
"ventes";"appartements";"177000";"42.0";"2";"1";"Jouy-Le-Moutier";"95280";"Jouy-le-Moutier - Cœur de ville.  Appartement **lumineux en excellent état dans résidence récente**, d'une superficie de 42m² composé : - d'une cuisine équipée (four, plaques, hotte, lave-vaisselle)...";"pap"
"ventes";"appartements";"163000";"57.0";"2";"1";"Chartres";"28000";"**Superbe T2 de 57 m² entièrement rénové en 2021** (travaux complets : isolation intérieure + rénovation esthétique soignée).  **Points forts** : - Rénovation intégrale 2021 : isolation intérieure...";"pap"
"ventes";"appartements";"490000";"52.0";"3";"2";"Paris";"75018";"Nous quittons la région et mettons donc en vente notre appartement T3 de 52,25m², qui a été notre résidence principale durant quatre ans.  L'appartement se situe passage Penel, dans le quartier...";"pap"
"ventes";"appartements";"135000";"32.0";"1";"";"Marseille";"13005";"MARSEILLE 5e (13005) 1 pièce /32 m2  Appartement Type 1 avec **coin nuit**-  32 m2 - Marseille quartier Baille Timone - Conception 135000E  Situé dans un quartier dynamique et recherché du 5e...";"pap"
"ventes";"appartements";"128000";"23.5";"2";"1";"Saint-Gratien";"95210";"Saint-Gratien. **Au sein du quartier Petit Lac, appartement T2 de 23,50 m² lumineux et rénové en 2025, au rez-de-chaussée**, comprenant :  Un salon, une cuisine, une chambre, salle d'eau avec wc. Une...";"pap"
"ventes";"appartements";"550000";"100.1";"3";"2";"Bayonne";"64100";"Vue unique à 180° sur la Nive et les Pyrénées – T3 de Prestige (100 m²)  Vivez l'exceptionnel au cœur du centre historique de Bayonne. Situé dans la rue la plus prisée du centre de la ville, ce T3 de...";"pap"
"ventes";"appartements";"160000";"67.0";"3";"2";"Orléans";"45000";"Orléans hypercentre – Idéalement situé à 200 m de la gare, du tramway et du centre bus, dans une résidence sécurisée de 4 étages, découvrez ce T3 de 67 m² en rez-de-chaussée, parfaitement au calme,...";"pap"
"ventes";"appartements";"355000";"57.0";"2";"1";"Baule-Escoublac";"44500";"Saint-Nazaire à 20 min, en plein centre-ville de La BAULE, toutes commodités à moins de 8 min. Place de la Victoire, dernier étage (4ᵉ), avec ascenseur, Appartement T2 bis composé de :  Entrée avec...";"pap"
"ventes";"appartements";"340000";"60.0";"3";"2";"Nanterre";"92000";"Je vends mon appartement pour l'achat d'une maison.  Détails : Appartement 60m², situé au 3ᵉ étage sur 6 d'une résidence récente et bien entretenue, à Nanterre. Vente directe entre particuliers. ...";"pap"
"ventes";"appartements";"260000";"31.0";"2";"1";"Issy-Les-Moulineaux";"92130";"Idéalement situé, à proximité immédiate du Centre Commercial les 3 Moulins et écoles et à 3 minutes à pied du Tram 2 Les Moulineaux.  Charmant appartement de 31m², à rafraichir, bien agencé, situé au...";"pap"
"ventes";"appartements";"415000";"45.04";"2";"1";"Paris";"75020";"**Beau 2 pièces** de 45,04 m² (loi Carrez), **rénové, aucun travaux à prévoir**. Appartement **lumineux, bien agencé (exposition sud-est), au calme, sans vis-à-vis**, au 3ᵉ étage avec 2 ascenseurs.";"pap"
"ventes";"appartements";"138000";"43.0";"2";"1";"Orléans";"45000";"Orléans Centre, idéalement situé au cœur d'un quartier recherché, à deux pas du théâtre et à seulement 800 mètres de la gare et du centre-ville, découvrez ce charmant T2 de 43 m² en rez-de-chaussée,...";"pap"
"ventes";"appartements";"149000";"28.15";"1";"1";"Toulouse";"31000";"T1 bis de 28,15 m²  en parfait état, entièrement repeint, coin cuisine refait à neuf comprenant un frigo, une plaque vitrocéramique, une hotte, un emplacement lave-linge, idéalement situé dans une...";"pap"
"ventes";"appartements";"163000";"79.0";"4";"3";"Trappes";"78190";"⭐ Appartement 4 pièces 79 m² – 3 chambres – Parking sous-sol – Résidence calme et verdoyante – Proche parc et forêt   Appartement lumineux dans un environnement calme et verdoyant  Situé au 2ᵉ étage...";"pap"
"ventes";"appartements";"129500";"38.5";"2";"1";"Trilbardou";"77450";"Appartement idéal pour un investissement locatif Charmant appartement de type F2 de plain-pied situé en plein cœur de Trilbardou, à 5 min d'Esbly, à 10 mn de Meaux et à 15 min de Claye-Souilly.";"pap"
"ventes";"appartements";"139000";"68.0";"3";"2";"Seyne-Sur-Mer";"83500";"**Bel appartement T3 avec balcon proche du port**  À seulement quelques minutes à pied du port de La Seyne-sur-Mer, des commerces, des écoles et des transports (bateaux-bus vers Toulon, lignes de bus...";"pap"
"ventes";"appartements";"599000";"250.0";"6";"5";"Pau";"64000";"Situé près du parc Beaumont dans un immeuble de caractère, appartement rénové en duplex de 252 m² au 2ᵉ étage. Alliant cachet (parquets anciens, cheminées et beaux volumes) et modernité, cet...";"pap"
"ventes";"appartements";"275000";"79.0";"4";"3";"Vitry-Sur-Seine";"94400";"Situé dans le secteur recherché du Coteau-Malassis, à seulement 3 minutes du T9 et aux portes de Paris 13ᵉ, cet appartement de 79 m² au 8ᵉ étage sur 9, il offre une vue exceptionnelle sur Paris et la...";"pap"
"ventes";"appartements";"340000";"90.0";"4";"2";"Toulouse";"31000";"Côte Pavé Appartement 90 m2 (dont 85 loi Carrez). 1er étage dans petit collectif de 6 appartements . **Traversant, lumineux sur 3 côtés**. 2 baies vitrées  avec 2 petits balcons  donnant sur un petit...";"pap"
"ventes";"appartements";"240000";"44.0";"2";"1";"Sartrouville";"78500";"Situé à Sartrouville, dans un immeuble récent de 3 étages (construit par Bouygues), **beau 2 pièces de 44 m² en rez-de-jardin.**avec parking sous-sol (possibilité de le transformer en box).  L'entrée...";"pap"
"ventes";"appartements";"127000";"48.0";"2";"1";"Étampes";"91150";"Situé en plein cœur du centre-ville d'Étampe, l'appartement bénéficie d'un emplacement privilégié. Commerces de proximité au pied de l'immeuble (boulangeries, supermarchés, pharmacies, restaurants),...";"pap"
"ventes";"appartements";"185000";"67.0";"3";"2";"Ulis";"91940";"Bien situé, dans un quartier résidentiel calme des Ulis, à quelques pas du Parc Paul Loridant, à proximité immédiate des commodités. Écoles maternelles et primaires, collèges et structures sportives...";"pap"
"ventes";"appartements";"139000";"63.0";"3";"2";"Aubergenville";"78410";"Appartement 3 pièces 63m² Situé au 3ème étage.  A Aubergenville très bien situé dans quartier calme, à la limite de la campagne et de la ville, ""surnommé le seizième"", parallèle au lycée. A moins de...";"pap"
"ventes";"appartements";"485000";"92.0";"4";"3";"Lyon";"69007";"Appartement T4 92 m² **rénové – Ancien, lumineux, calme** – Lyon 7 proche berges du Rhône Idéalement situé à deux pas des berges du Rhône, au cœur du 7e arrondissement de Lyon, près de l'Hôpital...";"pap"
"ventes";"appartements";"1095000";"174.0";"6";"4";"Vincennes";"94300";"Superbe duplex de 110 m² loi Carrez et de 174m² de surface au sol, au 4ᵉ et dernier étage à Vincennes à 150 mètres du métro St-Mandé (ligne 1) et à 10 min du RER A. Au 1ᵉʳ niveau : cuisine aménagée...";"pap"
"ventes";"appartements";"369000";"64.0";"3";"2";"Biarritz";"64200";"Découvrez ce magnifique appartement de 64 m² situé au cœur du quartier prisé d'Aguilera à Biarritz. Niché au 2ème et dernier étage sans ascenseur d'une petite résidence calme et entretenue, cet...";"pap"
"ventes";"appartements";"595000";"96.35";"4";"3";"Versailles";"78000";"Dernier étage – Vue exceptionnelle sur le Château de Versailles - 4 expositions  Découvrez un appartement charmant situé dans le quartier très recherché de Versailles, de Clagny-Glatigny, à 10 min à...";"pap"
"ventes";"appartements";"300000";"20.0";"1";"1";"Paris";"75007";"A quelques pas du Bon Marché,  du jardin Catherine Labouré et des commerces de la rue de Sèvres, dans une rue calme au 2ème étage (avec ascenseur) d'un immeuble sécurisé avec gardien.  Un studio de...";"pap"
"ventes";"appartements";"369000";"28.5";"2";"1";"Paris";"75015";"Je vends mon appartement de 29m² (meublé)+ cave saine en sous-sol entièrement rénové en 2021 situé dans le 15ᵉ arrondissement de Paris près du métro Dupleix (ligne 6) et des stations La Motte Picquet...";"pap"
"ventes";"appartements";"320000";"70.0";"3";"2";"Marseille";"13007";"Appartement remis à neuf 1 er étage   ,eau chaude  individuelle , chauffage individuel par Clim réversible 2 chambres avec penderie , une grande pièce à vivre avec cuisine ouverte ,salle de douches,...";"pap"
"ventes";"appartements";"420000";"50.0";"2";"1";"Paris";"75018";"Paris 18e . **Appartement T2 de 50 m² lumineux au 5ème étage, près du pittoresque marché parisien**, le Marché de l'Olive.  L'appartement est doté d'un balcon, d'une grande cuisine, d'un salon, d'une...";"pap"
"ventes";"appartements";"529000";"127.0";"6";"4";"Saint-Denis";"93200";"Aux portes de Paris, appartement proche de toutes commodités : commerces, crèches, écoles, collèges, lycée, clinique, laboratoire, square, Parc de la Légion d'Honneur, bus, tramway T8 à 50 m et métro...";"pap"
"ventes";"appartements";"229000";"51.0";"2";"1";"Lyon";"69006";"**Idéalement situé dans le très recherché 6ᵉ arrondissement de Lyon**  A proximité immédiate des Berges du Rhône, de la Presqu’île, du Parc de la Tête d'Or et de la gare de Lyon-Part-Dieu, cet...";"pap"
"ventes";"appartements";"239000";"60.0";"3";"2";"Massy";"91300";"**Proximité commerces, transports, écoles et crèche**  Bel appartement situé en rez-de-chaussée et d'une surface habitable de 60m2, il se compose d'une entrée principale, un séjour exposé nord/est...";"pap"
"ventes";"appartements";"229000";"68.0";"3";"2";"Choisy-Le-Roi";"94600";"VENDS APPARTEMENT F3 POUR INVESTISSEURS - Appartement loué  F3 de 68 m² + balcon 11 m² au 1ᵉʳ étage/2 d’un petit immeuble bourgeois (4 logements au total) situé à Choisy le roi. Très lumineux. ...";"pap"
"ventes";"appartements";"330000";"41.0";"2";"1";"Cannes";"06150";"Appartement 2 pièces **équipé entièrement rénové vue mer**, 5ème étage avec ascenseur.  Salon-séjour avec cuisine ouverte aménagée et équipée, chambre, salle d'eau avec double vasque, WC.  Commerces,...";"pap"
"ventes";"appartements";"292000";"26.73";"1";"";"Paris";"75011";"**Studio 26,73 m² – 4ᵉ étage – Parfait état – Clé en main**  Idéalement situé, au calme sur cour ouverte, dans un quartier vivant, à proximité immédiate des commerces, et à quelques pas des Métros...";"pap"
"ventes";"appartements";"168000";"60.0";"3";"2";"Orléans";"45000";"Joli appartement de type T3 de 60 m² en bord de Loire situé Quai Madeleine. Rénové en 2021 et 2022. 2 chambres et un dressing qui sert de rangement. Terrasse dans une des 2 chambres avec très belle...";"pap"
"ventes";"appartements";"149000";"28.0";"1";"";"Nice";"06000";"Agences s'abstenir. 149.000 €. F1 de 28 m² non-meublé. Vide de toute occupation. Au 13 rue Dabray 06000 Nice au RDC dans une copropriété sécurisée par un portail électrique avec badge-vigik.  Cet...";"pap"
"ventes";"appartements";"385000";"42.0";"2";"1";"Boulogne-Billancourt";"92100";"Appartement Boulogne-Billancourt – 2 pièces – 42 m² – Balcon 7 m² – Parking - Lumineux & Calme – Face à l'Île Seguin  Situé dans le très recherché quartier Rives de Seine, au pied des berges et face...";"pap"
"ventes";"appartements";"929000";"109.0";"3";"2";"Paris";"75020";"**Au pied du métro Buzenval, bel appartement rénové situé au troisième étage (sans ascenseur).**  D'une superficie de  109 m², il comprend une vaste et lumineuse pièce de vie, sur parquet et ...";"pap"
"ventes";"appartements";"395000";"66.0";"3";"2";"Grasse";"06130";"Appartement de 66m²  situé dans maison  divisée en deux appartements complètements indépendants Comprenant : Un séjour avec une cuisine ouverte aménagée et équipée, 2 chambres avec leurs salles d'eau...";"pap"
"ventes";"appartements";"315000";"37.0";"2";"1";"Puteaux";"92800";"Charmant 2 pièces en cœur de ville – Puteaux Situé en plein cœur de Puteaux, à deux pas de Neuilly-sur-Seine, La Défense, le Bois de Boulogne, d'un lieu sportif privilégié, (piscines, tennis, rugby,...";"pap"
"ventes";"appartements";"135000";"40.2";"2";"1";"Possession";"97419";"T2 40,2 m² – Rez-de-jardin – Ravine à Marquet, La Possession  Coup de cœur assuré – Premier achat ou investissement rentable dans un secteur très recherché.   un séjour  une cuisine fonctionnelle ...";"pap"
"ventes";"appartements";"230000";"39.0";"1";"1";"Saint-Leu";"97436";"**Grand T1 - Vue imprenable de 180° sur l'Océan Indien (Pointe au Sel - Pointe des Châteaux) - altitude 86 m.**  VENTE de PARTICULIER à PARTICULIER  Envie d'un cadre de vie tropical, d'un...";"pap"
"ventes";"appartements";"319000";"80.0";"3";"2";"Saint-Pierre";"97400";"Exclusif, un superbe appartement T3 de 80m2 en Hyper Centre de Saint-Pierre. Au 2ème étage sur 5, avec ascenseur, d’une résidence de 2003 récemment ravalée. Vous entrez dans une pièce de vie...";"pap"
"ventes";"appartements";"255000";"74.0";"3";"2";"Saint-Denis";"97400";"Vous cherchez un appartement unique à Saint-Denis ? Laissez-vous séduire par ce T3 en duplex, situé au dernier étage d’une résidence calme et sécurisée du Bas de la Rivière. Ici, la vie se prolonge à...";"pap"
"ventes";"appartements";"498000";"90.0";"4";"3";"Saint-Paul";"97400";"Saint Gilles les bains, Montroquefeuille  T4 / 90m2 / Jardin / Garage  Appartement T4 Rez de jardin, dans résidence sécurisée avec deux accès piéton/voiture et garage fermé attenant.  Au...";"pap"
"ventes";"appartements";"205000";"31.0";"1";"";"Saint-Paul";"97400";"Situé à moins de 5 minutes à pied des plages de Boucan Canot, découvrez ce vaste studio entièrement rénové en 2022 avec des prestations de qualité.  Les points forts : •	31 m² de surface habitable...";"pap"
