"type";"ville";"prix";"surface";"nb_pieces";"nb_chambres";"description"
"ventes-appartements";"Caluire-Et-Cuire (69300)";"265000";"67";"3";"2";"Appartement T2bis – 67 m² - Caluire-et-Cuire secteur Ile Barbe Prix : 265 000 € A deux pas de l’Ile Barbe, dans un environnent calme, découvrez ce bel appartement de 67 m², situé en RDC d’une petite..."
"ventes-appartements";"Lyon 8E (69008)";"298000";"71";"4";"3";"T4 lumineux 71 m² rénové – 3 chambres – loggia – garage box – résidence récente avec ascenseur – rue calme – Lyon 8ᵉ  Situé dans une résidence récente et sécurisée de 2006 avec ascenseur, cet..."
"ventes-appartements";"Vitry-Sur-Seine (94400)";"279000";"76";"4";"2";"Beau 4 pièces avec ascenseur dans une résidence prisée à l'entrée du parc des lilas.  5ᵉ et dernier étage d'une résidence bien entretenue avec jeux pour enfants et espaces verts. Aucun travaux à..."
"ventes-appartements";"Paris 10E (75010)";"926000";"85.09";"5";"3";"Appartement traversant de 4/5 pièces à la limite du 3e arrondissement, donnant sur la rue de Lancry et sur une cour végétalisée. Rénové en 2019, l'appartement de 85,09 m² en loi Carrez (87,18 m² au..."
"ventes-appartements";"Paris 13E (75013)";"539000";"54";"3";"2";"**À proximité immédiate de la place Jeanne d'Arc et du métro Olympiades (ligne 14), ce 3 pièces traversant de 53,18 m² Carrez offre un cadre de vie lumineux, calme et recherché au cœur du 13ᵉ..."
"ventes-appartements";"Herblay (95220)";"204000";"42";"2";"1";"Centre-ville Herblay – T2 42 m² refait à neuf – 2 parkings – cave – DPE :  C  Très bel appartement 2 pièces de 42 m² entièrement refait à neuf, situé au 1er étage avec ascenseur d’une résidence..."
"ventes-appartements";"Paris 10E (75010)";"680000";"57";"3";"2";"Très bel appartement situé en haut de la rue du Faubourg Poissonnière, 56,09 m² carrez + 3m² de balcon exposé plein Ouest. L’appartement se compose d’une entrée avec de grands rangements, deux..."
"ventes-appartements";"Cergy (95000)";"145000";"39.50";"1";"";"**Grand studio lumineux** 39,5 m2 situé au 3ème étage d'une résidence calme et sécurisée (digicode et gardien). Expositions Sud et Est. Situé à quelques minutes à pied de la gare RER Cergy-Préfecture..."
"ventes-appartements";"Amélie-Les-Bains-Palalda (66110)";"142500";"67";"3";"2";"Dans un environnement agréable, entouré de verdure, à 50kms de la frontière espagnole, tout proche des Thermes d'Amélie-les-Bains, et à proximité des commerces.  Bel appartement en très bon état,..."
"ventes-appartements";"Clichy - Atrium City (92110)";"729000";"72";"4";"3";"**T4 Neuf  72 m² – Atrium City (Clichy) – Terrasse/Loggia 15 m² • Cave** Possibilité d'un double parking en sus  Situé au 2ᵉ étage, exposé plein Sud.  **Agencement optimal :** Entrée avec placard,..."
"ventes-appartements";"Paris 18E (75018)";"349000";"41";"2";"1";"Rue Bonnet, appartement 2P, 40,50 m2 Carrez, entièrement refait, libre, traversant, séjour/cuisine de 24 m2 avec trois fenêtres plein sud en façade sur voie privée arborée très calme, sans vis-à-vis..."
"ventes-appartements";"Séné (56860)";"215000";"49";"3";"2";"Église de **Séné**  3 pièces **hyper lumineux** juste au-dessus du fleuriste 2 chambres en 1ᵉʳ Étage dans petite copro dont cette entrée ne dessert que 3 appartements.  A 3 km du port de **Vannes**..."
"ventes-appartements";"Aubervilliers (93300)";"169000";"48";"2";"1";"Appartement F2 de 48 m² entièrement rénové, situé au 10ᵉ étage d'une belle résidence arborée à Aubervilliers.  Cet appartement comprend une pièce de vie avec cuisine ouverte et équipée, une chambre..."
"ventes-appartements";"Vitry-Sur-Seine (94400)";"250000";"62";"3";"2";"**Très beau 3 pièces, 62 m²**. 600 m commodités et RER Vitry 8 min, bus direct Bibliothèque François Mitterrand. Nouvelle résidence arborée (2006)  en bords de Seine avec vue sur Seine.  Ensoleillé."
"ventes-appartements";"Niort (79000)";"154900";"61";"3";"2";"À vendre à Niort, dans une résidence calme et bien entretenue construite en 2010, bel appartement T3 de 61 m², situé au 2e étage, avec balcon et 2 places de parking privatives extérieures. ..."
"ventes-appartements";"Paris 13E (75013)";"340000";"35.30";"1";"";"* SOUS OFFRE * -  Appartement **lumineux avec balcon, calme, sans vis-à-vis** au 7eme et dernier étage avec ascenseur et 2 caves, à proximité des transports lignes 6, 14, bus 27, 61, 64 etc... ..."
"ventes-appartements";"Paris 3E (75003)";"570000";"36";"2";"1";"Deux pièces très lumineux exposé plein sud, rénové avec architecte au dernier étage – Marais Enfants-Rouges  Au cœur du Marais, secteur Enfants-Rouges / Arts et Métiers, à deux pas de la rue de..."
"ventes-appartements";"Marseille 4E (13004)";"185000";"42";"2";"1";"Rare à la vente – T2 avec terrasse, au calme absolu à deux pas du parc Longchamp  Coup de cœur assuré pour ce charmant T2 de 42 m² en rez-de-jardin surélevé, situé dans une petite copropriété bien..."
"ventes-appartements";"Bondy (93140)";"199000";"73";"3";"2";"Bel Appartement 3 pièces – 73m².   Points forts  73 m² loi Carrez + 2 balcons + cave privative.  1er étage dans une résidence de 1976 bien entretenue avec parc privatif faisant le tour de la..."
"ventes-appartements";"Marseille 9E (13009)";"215000";"54";"3";"2";"Dans une résidence récente et bien entretenue datant de 2007. Un espace de vie agréable donnant sur un séjour avec cuisine ouverte équipée. La partie nuit est séparée, composée de deux chambres..."
"ventes-appartements";"Paris 6E (75006)";"1020000";"61";"3";"2";"Paris 6ᵉ – Jardin du Luxembourg. entièrement rénové par architecte.  À deux pas de l'École Alsacienne, des commerces et des transports.  Immeuble ancien de standing avec ascenseur, en très bon état,..."
"ventes-appartements";"Villefranche-Sur-Mer (06230)";"1090000";"60";"3";"2";"**3 Pièces avec terrasse, vue mer.  Rare**.  Villefranche-sur-Mer – Une adresse d’exception face à la Méditerranée en plein centre-ville  Au cœur de Villefranche-sur-Mer, dans une résidence de..."
"ventes-appartements";"Aix-En-Provence (13080)";"438000";"91.20";"2";"1";"Situé près de la montée de Celony, accès routiers principaux à proximité, à seulement 3 km du centre historique, au sein d'une résidence de standing avec parc arboré, piscine et tennis, découvrez ce..."
"ventes-appartements";"Amélie-Les-Bains-Palalda (66110)";"142500";"67";"3";"2";"Dans un environnement agréable, entouré de verdure, à 50kms de la frontière espagnole, tout proche des Thermes d'Amélie-les-Bains, et à proximité des commerces.  Bel appartement en très bon état,..."
"ventes-appartements";"Rennes (35000)";"224000";"49";"2";"1";"Idéalement situé le long de la  rue Saint-Hélier à  Rennes (proche du Théâtre Nationale de Bretagne), A proximité immédiate des commerces de quartier, services, restaurants et transports. Le..."
"ventes-appartements";"Saint-Jean-De-Luz (64500)";"450000";"50";"3";"1";"Appartement de charme d'exception !!  Situé dans le centre historique de Saint-Jean-De-Luz.  Appartement T2/3, 50 m² (loi Carrez),  au 2ème et avant dernier étage, sans ascenseur, lumineux..."
"ventes-appartements";"Paris 17E (75017)";"399000";"39";"3";"2";"À deux pas du métro Brochant, découvrez ce beau 3 pièces traversant, baigné de lumière et rénové avec soin.  Situé au 1ᵉʳ étage d'un bel immeuble ancien, il séduit par son plan optimisé sans aucune..."
"ventes-appartements";"Orléans (45000)";"132000";"40";"2";"1";"Orléans Centre, idéalement situé au cœur d'un quartier recherché, à deux pas du théâtre et à seulement 800 mètres de la gare et du centre-ville, découvrez ce charmant T2 de 40 m² en rez-de-chaussée,..."
"ventes-appartements";"Alfortville (94140)";"375000";"57";"3";"2";"**Très joli Duplex avec terrasse et jardin**, proche du métro Ecole-Vétérinaire (Alfortville Nord).  Situé à 8 minutes du métro ligne 8 – Maison Alfort Écoles Vétérinaires, venez découvrir ce joli..."
"ventes-appartements";"Saint-Mandé (94160)";"960000";"108";"4";"3";"Dans une petite copropriété ancienne, au 5ᵉ et dernier étage, bel appartement traversant de 108 m² exposé plein sud. Aucun vis-à-vis, vue unique, complètement dégagée. Situé dans un environnement..."
"ventes-appartements";"Jouy-Le-Moutier (95280)";"177000";"42";"2";"1";"Jouy-le-Moutier - Cœur de ville.  Appartement **lumineux en excellent état dans résidence récente**, d'une superficie de 42m² composé : - d'une cuisine équipée (four, plaques, hotte, lave-vaisselle)..."
"ventes-appartements";"Chartres (28000)";"163000";"57";"2";"1";"**Superbe T2 de 57 m² entièrement rénové en 2021** (travaux complets : isolation intérieure + rénovation esthétique soignée).  **Points forts** : - Rénovation intégrale 2021 : isolation intérieure..."
"ventes-appartements";"Paris 18E (75018)";"490000";"52";"3";"2";"Nous quittons la région et mettons donc en vente notre appartement T3 de 52,25m², qui a été notre résidence principale durant quatre ans.  L'appartement se situe passage Penel, dans le quartier..."
"ventes-appartements";"Marseille 5E (13005)";"135000";"32";"1";"";"MARSEILLE 5e (13005) 1 pièce /32 m2  Appartement Type 1 avec **coin nuit**-  32 m2 - Marseille quartier Baille Timone - Conception 135000E  Situé dans un quartier dynamique et recherché du 5e..."
"ventes-appartements";"Saint-Gratien (95210)";"128000";"23.50";"2";"1";"Saint-Gratien. **Au sein du quartier Petit Lac, appartement T2 de 23,50 m² lumineux et rénové en 2025, au rez-de-chaussée**, comprenant :  Un salon, une cuisine, une chambre, salle d'eau avec wc. Une..."
"ventes-appartements";"Bayonne (64100)";"550000";"100.10";"3";"2";"Vue unique à 180° sur la Nive et les Pyrénées – T3 de Prestige (100 m²)  Vivez l'exceptionnel au cœur du centre historique de Bayonne. Situé dans la rue la plus prisée du centre de la ville, ce T3 de..."
"ventes-appartements";"Orléans (45000)";"160000";"67";"3";"2";"Orléans hypercentre – Idéalement situé à 200 m de la gare, du tramway et du centre bus, dans une résidence sécurisée de 4 étages, découvrez ce T3 de 67 m² en rez-de-chaussée, parfaitement au calme,..."
"ventes-appartements";"La Baule-Escoublac (44500)";"355000";"57";"2";"1";"Saint-Nazaire à 20 min, en plein centre-ville de La BAULE, toutes commodités à moins de 8 min. Place de la Victoire, dernier étage (4ᵉ), avec ascenseur, Appartement T2 bis composé de :  Entrée avec..."
"ventes-appartements";"Nanterre (92000)";"340000";"60";"3";"2";"Je vends mon appartement pour l'achat d'une maison.  Détails : Appartement 60m², situé au 3ᵉ étage sur 6 d'une résidence récente et bien entretenue, à Nanterre. Vente directe entre particuliers. ..."
"ventes-appartements";"Issy-Les-Moulineaux (92130)";"260000";"31";"2";"1";"Idéalement situé, à proximité immédiate du Centre Commercial les 3 Moulins et écoles et à 3 minutes à pied du Tram 2 Les Moulineaux.  Charmant appartement de 31m², à rafraichir, bien agencé, situé au..."
"ventes-appartements";"Paris 20E (75020)";"415000";"45.04";"2";"1";"**Beau 2 pièces** de 45,04 m² (loi Carrez), **rénové, aucun travaux à prévoir**. Appartement **lumineux, bien agencé (exposition sud-est), au calme, sans vis-à-vis**, au 3ᵉ étage avec 2 ascenseurs."
"ventes-appartements";"Orléans (45000)";"138000";"43";"2";"1";"Orléans Centre, idéalement situé au cœur d'un quartier recherché, à deux pas du théâtre et à seulement 800 mètres de la gare et du centre-ville, découvrez ce charmant T2 de 43 m² en rez-de-chaussée,..."
"ventes-appartements";"T1 Bis - Toulouse (31000)";"149000";"28.15";"1";"1";"T1 bis de 28,15 m²  en parfait état, entièrement repeint, coin cuisine refait à neuf comprenant un frigo, une plaque vitrocéramique, une hotte, un emplacement lave-linge, idéalement situé dans une..."
"ventes-appartements";"Trappes (78190)";"163000";"79";"4";"3";"⭐ Appartement 4 pièces 79 m² – 3 chambres – Parking sous-sol – Résidence calme et verdoyante – Proche parc et forêt   Appartement lumineux dans un environnement calme et verdoyant  Situé au 2ᵉ étage..."
"ventes-appartements";"Trilbardou (77450)";"129500";"38.50";"2";"1";"Appartement idéal pour un investissement locatif Charmant appartement de type F2 de plain-pied situé en plein cœur de Trilbardou, à 5 min d'Esbly, à 10 mn de Meaux et à 15 min de Claye-Souilly."
"ventes-appartements";"La Seyne-Sur-Mer (83500)";"139000";"68";"3";"2";"**Bel appartement T3 avec balcon proche du port**  À seulement quelques minutes à pied du port de La Seyne-sur-Mer, des commerces, des écoles et des transports (bateaux-bus vers Toulon, lignes de bus..."
"ventes-appartements";"Pau (64000)";"599000";"250";"6";"5";"Situé près du parc Beaumont dans un immeuble de caractère, appartement rénové en duplex de 252 m² au 2ᵉ étage. Alliant cachet (parquets anciens, cheminées et beaux volumes) et modernité, cet..."
"ventes-appartements";"Vitry-Sur-Seine (94400)";"275000";"79";"4";"3";"Situé dans le secteur recherché du Coteau-Malassis, à seulement 3 minutes du T9 et aux portes de Paris 13ᵉ, cet appartement de 79 m² au 8ᵉ étage sur 9, il offre une vue exceptionnelle sur Paris et la..."
"ventes-appartements";"Toulouse (31000)";"340000";"90";"4";"2";"Côte Pavé Appartement 90 m2 (dont 85 loi Carrez). 1er étage dans petit collectif de 6 appartements . **Traversant, lumineux sur 3 côtés**. 2 baies vitrées  avec 2 petits balcons  donnant sur un petit..."
"ventes-appartements";"Sartrouville (78500)";"240000";"44";"2";"1";"Situé à Sartrouville, dans un immeuble récent de 3 étages (construit par Bouygues), **beau 2 pièces de 44 m² en rez-de-jardin.**avec parking sous-sol (possibilité de le transformer en box).  L'entrée..."
"ventes-appartements";"Étampes (91150)";"127000";"48";"2";"1";"Situé en plein cœur du centre-ville d'Étampe, l'appartement bénéficie d'un emplacement privilégié. Commerces de proximité au pied de l'immeuble (boulangeries, supermarchés, pharmacies, restaurants),..."
"ventes-appartements";"Les Ulis (91940)";"185000";"67";"3";"2";"Bien situé, dans un quartier résidentiel calme des Ulis, à quelques pas du Parc Paul Loridant, à proximité immédiate des commodités. Écoles maternelles et primaires, collèges et structures sportives..."
"ventes-appartements";"Aubergenville (78410)";"139000";"63";"3";"2";"Appartement 3 pièces 63m² Situé au 3ème étage.  A Aubergenville très bien situé dans quartier calme, à la limite de la campagne et de la ville, ""surnommé le seizième"", parallèle au lycée. A moins de..."
"ventes-appartements";"Lyon 7E (69007)";"485000";"92";"4";"3";"Appartement T4 92 m² **rénové – Ancien, lumineux, calme** – Lyon 7 proche berges du Rhône Idéalement situé à deux pas des berges du Rhône, au cœur du 7e arrondissement de Lyon, près de l'Hôpital..."
"ventes-appartements";"Vincennes (94300)";"1095000";"174";"6";"4";"Superbe duplex de 110 m² loi Carrez et de 174m² de surface au sol, au 4ᵉ et dernier étage à Vincennes à 150 mètres du métro St-Mandé (ligne 1) et à 10 min du RER A. Au 1ᵉʳ niveau : cuisine aménagée..."
"ventes-appartements";"Biarritz (64200)";"369000";"64";"3";"2";"Découvrez ce magnifique appartement de 64 m² situé au cœur du quartier prisé d'Aguilera à Biarritz. Niché au 2ème et dernier étage sans ascenseur d'une petite résidence calme et entretenue, cet..."
"ventes-appartements";"Versailles (78000)";"595000";"96.35";"4";"3";"Dernier étage – Vue exceptionnelle sur le Château de Versailles - 4 expositions  Découvrez un appartement charmant situé dans le quartier très recherché de Versailles, de Clagny-Glatigny, à 10 min à..."
"ventes-appartements";"Paris 7E (75007)";"300000";"20";"1";"1";"A quelques pas du Bon Marché,  du jardin Catherine Labouré et des commerces de la rue de Sèvres, dans une rue calme au 2ème étage (avec ascenseur) d'un immeuble sécurisé avec gardien.  Un studio de..."
"ventes-appartements";"Paris 15E (75015)";"369000";"28.50";"2";"1";"Je vends mon appartement de 29m² (meublé)+ cave saine en sous-sol entièrement rénové en 2021 situé dans le 15ᵉ arrondissement de Paris près du métro Dupleix (ligne 6) et des stations La Motte Picquet..."
"ventes-appartements";"Marseille 7E (13007)";"320000";"70";"3";"2";"Appartement remis à neuf 1 er étage   ,eau chaude  individuelle , chauffage individuel par Clim réversible 2 chambres avec penderie , une grande pièce à vivre avec cuisine ouverte ,salle de douches,..."
"ventes-appartements";"Paris 18E (75018)";"420000";"50";"2";"1";"Paris 18e . **Appartement T2 de 50 m² lumineux au 5ème étage, près du pittoresque marché parisien**, le Marché de l'Olive.  L'appartement est doté d'un balcon, d'une grande cuisine, d'un salon, d'une..."
"ventes-appartements";"Saint-Denis (93200)";"529000";"127";"6";"4";"Aux portes de Paris, appartement proche de toutes commodités : commerces, crèches, écoles, collèges, lycée, clinique, laboratoire, square, Parc de la Légion d'Honneur, bus, tramway T8 à 50 m et métro..."
"ventes-appartements";"Lyon 6E (69006)";"229000";"51";"2";"1";"**Idéalement situé dans le très recherché 6ᵉ arrondissement de Lyon**  A proximité immédiate des Berges du Rhône, de la Presqu’île, du Parc de la Tête d'Or et de la gare de Lyon-Part-Dieu, cet..."
"ventes-appartements";"Massy (91300)";"239000";"60";"3";"2";"**Proximité commerces, transports, écoles et crèche**  Bel appartement situé en rez-de-chaussée et d'une surface habitable de 60m2, il se compose d'une entrée principale, un séjour exposé nord/est..."
"ventes-appartements";"Choisy-Le-Roi (94600)";"229000";"68";"3";"2";"VENDS APPARTEMENT F3 POUR INVESTISSEURS - Appartement loué  F3 de 68 m² + balcon 11 m² au 1ᵉʳ étage/2 d’un petit immeuble bourgeois (4 logements au total) situé à Choisy le roi. Très lumineux. ..."
"ventes-appartements";"Cannes (06150)";"330000";"41";"2";"1";"Appartement 2 pièces **équipé entièrement rénové vue mer**, 5ème étage avec ascenseur.  Salon-séjour avec cuisine ouverte aménagée et équipée, chambre, salle d'eau avec double vasque, WC.  Commerces,..."
"ventes-appartements";"Paris 11E (75011)";"292000";"26.73";"1";"";"**Studio 26,73 m² – 4ᵉ étage – Parfait état – Clé en main**  Idéalement situé, au calme sur cour ouverte, dans un quartier vivant, à proximité immédiate des commerces, et à quelques pas des Métros..."
"ventes-appartements";"Orléans (45000)";"168000";"60";"3";"2";"Joli appartement de type T3 de 60 m² en bord de Loire situé Quai Madeleine. Rénové en 2021 et 2022. 2 chambres et un dressing qui sert de rangement. Terrasse dans une des 2 chambres avec très belle..."
"ventes-appartements";"Nice (06000)";"149000";"28";"1";"";"Agences s'abstenir. 149.000 €. F1 de 28 m² non-meublé. Vide de toute occupation. Au 13 rue Dabray 06000 Nice au RDC dans une copropriété sécurisée par un portail électrique avec badge-vigik.  Cet..."
"ventes-appartements";"Boulogne-Billancourt (92100)";"385000";"42";"2";"1";"Appartement Boulogne-Billancourt – 2 pièces – 42 m² – Balcon 7 m² – Parking - Lumineux & Calme – Face à l'Île Seguin  Situé dans le très recherché quartier Rives de Seine, au pied des berges et face..."
"ventes-appartements";"Paris 20E (75020)";"929000";"109";"3";"2";"**Au pied du métro Buzenval, bel appartement rénové situé au troisième étage (sans ascenseur).**  D'une superficie de  109 m², il comprend une vaste et lumineuse pièce de vie, sur parquet et ..."
"ventes-appartements";"Grasse (06130)";"395000";"66";"3";"2";"Appartement de 66m²  situé dans maison  divisée en deux appartements complètements indépendants Comprenant : Un séjour avec une cuisine ouverte aménagée et équipée, 2 chambres avec leurs salles d'eau..."
"ventes-appartements";"Puteaux (92800)";"315000";"37";"2";"1";"Charmant 2 pièces en cœur de ville – Puteaux Situé en plein cœur de Puteaux, à deux pas de Neuilly-sur-Seine, La Défense, le Bois de Boulogne, d'un lieu sportif privilégié, (piscines, tennis, rugby,..."
"ventes-appartements";"La Possession (97419)";"135000";"40.20";"2";"1";"T2 40,2 m² – Rez-de-jardin – Ravine à Marquet, La Possession  Coup de cœur assuré – Premier achat ou investissement rentable dans un secteur très recherché.   un séjour  une cuisine fonctionnelle ..."
"ventes-appartements";"Saint-Leu (97436)";"230000";"39";"1";"1";"**Grand T1 - Vue imprenable de 180° sur l'Océan Indien (Pointe au Sel - Pointe des Châteaux) - altitude 86 m.**  VENTE de PARTICULIER à PARTICULIER  Envie d'un cadre de vie tropical, d'un..."
"ventes-appartements";"Saint-Pierre (97400)";"319000";"80";"3";"2";"Exclusif, un superbe appartement T3 de 80m2 en Hyper Centre de Saint-Pierre. Au 2ème étage sur 5, avec ascenseur, d’une résidence de 2003 récemment ravalée. Vous entrez dans une pièce de vie..."
"ventes-appartements";"Saint-Denis (97400)";"255000";"74";"3";"2";"Vous cherchez un appartement unique à Saint-Denis ? Laissez-vous séduire par ce T3 en duplex, situé au dernier étage d’une résidence calme et sécurisée du Bas de la Rivière. Ici, la vie se prolonge à..."
"ventes-appartements";"Saint-Paul (97400)";"498000";"90";"4";"3";"Saint Gilles les bains, Montroquefeuille  T4 / 90m2 / Jardin / Garage  Appartement T4 Rez de jardin, dans résidence sécurisée avec deux accès piéton/voiture et garage fermé attenant.  Au..."
"ventes-appartements";"Saint-Paul (97400)";"205000";"31";"1";"";"Situé à moins de 5 minutes à pied des plages de Boucan Canot, découvrez ce vaste studio entièrement rénové en 2022 avec des prestations de qualité.  Les points forts : •	31 m² de surface habitable..."
"ventes-appartements";"La Possession (97419)";"630000";"230";"4";"3";"Le lot comprend un appartement et un local commercial d'une superficie totale de 230 m² sur un terrain de 530 m² chacun pourvu de parking :  Lot 1 : local commercial comprenant : un accueil, deux..."
"ventes-appartements";"La Possession (97419)";"135000";"40.20";"2";"1";"T2 40,2 m² – Rez-de-jardin – Ravine à Marquet, La Possession  Coup de cœur assuré – Premier achat ou investissement rentable dans un secteur très recherché.   un séjour  une cuisine fonctionnelle ..."
"ventes-appartements";"La Possession (97419)";"135000";"40.20";"2";"1";"T2 40,2 m² – Rez-de-jardin – Ravine à Marquet, La Possession  Coup de cœur assuré – Premier achat ou investissement rentable dans un secteur très recherché.   un séjour  une cuisine fonctionnelle ..."
"ventes-appartements";"La Possession (97419)";"135000";"40.20";"2";"1";"T2 40,2 m² – Rez-de-jardin – Ravine à Marquet, La Possession  Coup de cœur assuré – Premier achat ou investissement rentable dans un secteur très recherché.   un séjour  une cuisine fonctionnelle ..."
"ventes-appartements";"La Possession (97419)";"135000";"40.20";"2";"1";"T2 40,2 m² – Rez-de-jardin – Ravine à Marquet, La Possession  Coup de cœur assuré – Premier achat ou investissement rentable dans un secteur très recherché.   un séjour  une cuisine fonctionnelle ..."
"ventes-appartements";"La Possession (97419)";"135000";"40.20";"2";"1";"T2 40,2 m² – Rez-de-jardin – Ravine à Marquet, La Possession  Coup de cœur assuré – Premier achat ou investissement rentable dans un secteur très recherché.   un séjour  une cuisine fonctionnelle ..."
"ventes-appartements";"La Possession (97419)";"135000";"40.20";"2";"1";"T2 40,2 m² – Rez-de-jardin – Ravine à Marquet, La Possession  Coup de cœur assuré – Premier achat ou investissement rentable dans un secteur très recherché.   un séjour  une cuisine fonctionnelle ..."
"ventes-appartements";"La Possession (97419)";"135000";"40.20";"2";"1";"T2 40,2 m² – Rez-de-jardin – Ravine à Marquet, La Possession  Coup de cœur assuré – Premier achat ou investissement rentable dans un secteur très recherché.   un séjour  une cuisine fonctionnelle ..."
"ventes-appartements";"La Possession (97419)";"135000";"40.20";"2";"1";"T2 40,2 m² – Rez-de-jardin – Ravine à Marquet, La Possession  Coup de cœur assuré – Premier achat ou investissement rentable dans un secteur très recherché.   un séjour  une cuisine fonctionnelle ..."
"ventes-appartements";"La Possession (97419)";"135000";"40.20";"2";"1";"T2 40,2 m² – Rez-de-jardin – Ravine à Marquet, La Possession  Coup de cœur assuré – Premier achat ou investissement rentable dans un secteur très recherché.   un séjour  une cuisine fonctionnelle ..."
"ventes-appartements";"La Possession (97419)";"135000";"40.20";"2";"1";"T2 40,2 m² – Rez-de-jardin – Ravine à Marquet, La Possession  Coup de cœur assuré – Premier achat ou investissement rentable dans un secteur très recherché.   un séjour  une cuisine fonctionnelle ..."
"ventes-appartements";"La Possession (97419)";"135000";"40.20";"2";"1";"T2 40,2 m² – Rez-de-jardin – Ravine à Marquet, La Possession  Coup de cœur assuré – Premier achat ou investissement rentable dans un secteur très recherché.   un séjour  une cuisine fonctionnelle ..."
"ventes-appartements";"La Possession (97419)";"135000";"40.20";"2";"1";"T2 40,2 m² – Rez-de-jardin – Ravine à Marquet, La Possession  Coup de cœur assuré – Premier achat ou investissement rentable dans un secteur très recherché.   un séjour  une cuisine fonctionnelle ..."
"ventes-appartements";"Nouméa (98800)";"95000";"21";"1";"1";"Au sein d'une résidence calme et sécurisée située dans une impasse, bel appartement de type F1 en rez de jardin comprenant un espace de vie climatisé avec cuisine équipée, une salle d'eau, une..."
"ventes-appartements";"Nouméa (98800)";"95000";"21";"1";"1";"Au sein d'une résidence calme et sécurisée située dans une impasse, bel appartement de type F1 en rez de jardin comprenant un espace de vie climatisé avec cuisine équipée, une salle d'eau, une..."
"ventes-appartements";"Nouméa (98800)";"95000";"21";"1";"1";"Au sein d'une résidence calme et sécurisée située dans une impasse, bel appartement de type F1 en rez de jardin comprenant un espace de vie climatisé avec cuisine équipée, une salle d'eau, une..."
"ventes-appartements";"Nouméa (98800)";"95000";"21";"1";"1";"Au sein d'une résidence calme et sécurisée située dans une impasse, bel appartement de type F1 en rez de jardin comprenant un espace de vie climatisé avec cuisine équipée, une salle d'eau, une..."
"ventes-appartements";"Nouméa (98800)";"95000";"21";"1";"1";"Au sein d'une résidence calme et sécurisée située dans une impasse, bel appartement de type F1 en rez de jardin comprenant un espace de vie climatisé avec cuisine équipée, une salle d'eau, une..."
"ventes-appartements";"Nouméa (98800)";"95000";"21";"1";"1";"Au sein d'une résidence calme et sécurisée située dans une impasse, bel appartement de type F1 en rez de jardin comprenant un espace de vie climatisé avec cuisine équipée, une salle d'eau, une..."
"ventes-appartements";"Nouméa (98800)";"95000";"21";"1";"1";"Au sein d'une résidence calme et sécurisée située dans une impasse, bel appartement de type F1 en rez de jardin comprenant un espace de vie climatisé avec cuisine équipée, une salle d'eau, une..."
"ventes-appartements";"Nouméa (98800)";"95000";"21";"1";"1";"Au sein d'une résidence calme et sécurisée située dans une impasse, bel appartement de type F1 en rez de jardin comprenant un espace de vie climatisé avec cuisine équipée, une salle d'eau, une..."
"ventes-appartements";"Nouméa (98800)";"95000";"21";"1";"1";"Au sein d'une résidence calme et sécurisée située dans une impasse, bel appartement de type F1 en rez de jardin comprenant un espace de vie climatisé avec cuisine équipée, une salle d'eau, une..."
"ventes-appartements";"Nouméa (98800)";"95000";"21";"1";"1";"Au sein d'une résidence calme et sécurisée située dans une impasse, bel appartement de type F1 en rez de jardin comprenant un espace de vie climatisé avec cuisine équipée, une salle d'eau, une..."
"ventes-appartements";"Nouméa (98800)";"95000";"21";"1";"1";"Au sein d'une résidence calme et sécurisée située dans une impasse, bel appartement de type F1 en rez de jardin comprenant un espace de vie climatisé avec cuisine équipée, une salle d'eau, une..."
"ventes-appartements";"Nouméa (98800)";"95000";"21";"1";"1";"Au sein d'une résidence calme et sécurisée située dans une impasse, bel appartement de type F1 en rez de jardin comprenant un espace de vie climatisé avec cuisine équipée, une salle d'eau, une..."
"ventes-appartements";"Nouméa (98800)";"95000";"21";"1";"1";"Au sein d'une résidence calme et sécurisée située dans une impasse, bel appartement de type F1 en rez de jardin comprenant un espace de vie climatisé avec cuisine équipée, une salle d'eau, une..."
"ventes-appartements";"Nouméa (98800)";"95000";"21";"1";"1";"Au sein d'une résidence calme et sécurisée située dans une impasse, bel appartement de type F1 en rez de jardin comprenant un espace de vie climatisé avec cuisine équipée, une salle d'eau, une..."
"ventes-appartements";"Nouméa (98800)";"95000";"21";"1";"1";"Au sein d'une résidence calme et sécurisée située dans une impasse, bel appartement de type F1 en rez de jardin comprenant un espace de vie climatisé avec cuisine équipée, une salle d'eau, une..."
"locations-appartements";"Paris 15E (75015)";"1550";"44.52";"2";"1";"Paris 15e – 2 pièces 44,52 m² – lumineux, calme, vue parc  Rue Brancion, dans le 15e arrondissement de Paris, appartement 2 pièces de 44,52 m² situé au 3e étage, au sein d’une petite copropriété. ..."
"locations-appartements";"Paris 18E (75018)";"1300";"25";"2";"1";"Libre à partir du 10 mai 2026.  Montmartre : Idéalement placé au pied des marches de la place des Abbesses et du métro. **Bel appartement de 25 m2 meublé, peintures refaites en novembre 2025, en..."
"locations-appartements";"Paris 8E (75008)";"5000";"75";"3";"2";"English bellow  Paris 8e – Appartement meublé de luxe – 75 m² – 3 chambres – Madeleine / Champs-Élysées  Idéalement situé dans l'un des quartiers les plus prestigieux du 8ᵉ arrondissement de Paris, à..."
